,0,1,2,3
0,1126766.6868899146,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0
2,0.0,811253.1122728012,0.0,0.0
3,0.0,811253.1122728012,0.0,0.0
4,0.0,811253.1122728012,0.0,0.0
5,0.0,811253.1122728012,0.0,0.0
6,0.0,811253.1122728012,0.0,0.0
7,0.0,811253.1122728012,0.0,0.0
8,0.0,811253.1122728012,0.0,0.0
9,0.0,811253.1122728012,0.0,0.0
10,0.0,811253.1122728012,0.0,0.0
11,0.0,811253.1122728012,0.0,0.0
12,0.0,811253.1122728012,0.0,0.0
13,0.0,811253.1122728012,0.0,0.0
14,0.0,811253.1122728012,0.0,0.0
15,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0
31,0.0,0.0,0.0,0.0
32,0.0,0.0,0.0,0.0
33,0.0,0.0,0.0,0.0
34,0.0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.0
36,0.0,0.0,0.0,0.0
37,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0
39,0.0,0.0,0.0,0.0
40,0.0,0.0,0.0,0.0
41,0.0,0.0,0.0,0.0
42,0.0,0.0,0.0,0.0
43,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0
45,0.0,0.0,0.0,0.0
46,0.0,0.0,0.0,0.0
47,0.0,0.0,0.0,0.0
48,0.0,0.0,0.0,0.0
49,0.0,0.0,0.0,0.0
50,0.0,0.0,0.0,0.0
51,0.0,0.0,0.0,0.0
52,0.0,0.0,0.0,0.0
53,0.0,0.0,0.0,0.0
54,0.0,0.0,0.0,0.0
55,0.0,0.0,0.0,0.0
56,0.0,0.0,0.0,548965.4516001891
57,0.0,0.0,0.0,548965.4516001891
58,0.0,0.0,0.0,548965.4516001891
59,0.0,0.0,0.0,548965.4516001891
60,0.0,0.0,0.0,548965.4516001891
61,0.0,0.0,0.0,548965.4516001891
62,0.0,0.0,0.0,548965.4516001891
63,0.0,0.0,0.0,548965.4516001891
64,0.0,0.0,0.0,548965.4516001891
65,0.0,0.0,0.0,548965.4516001891
66,0.0,0.0,0.0,548965.4516001891
67,0.0,0.0,0.0,548965.4516001891
68,0.0,0.0,0.0,548965.4516001891
69,0.0,0.0,0.0,548965.4516001891
70,0.0,0.0,0.0,548965.4516001891
71,0.0,0.0,0.0,548965.4516001891
72,0.0,0.0,0.0,548965.4516001891
73,0.0,0.0,0.0,548965.4516001891
74,0.0,0.0,0.0,548965.4516001891
75,0.0,0.0,0.0,0.0
76,0.0,0.0,0.0,0.0
77,0.0,0.0,0.0,0.0
78,0.0,0.0,0.0,0.0
79,0.0,0.0,0.0,0.0
80,0.0,0.0,0.0,0.0
81,0.0,0.0,0.0,0.0
82,0.0,0.0,0.0,0.0
83,0.0,0.0,0.0,0.0
84,0.0,0.0,0.0,0.0
85,0.0,0.0,0.0,0.0
86,0.0,0.0,0.0,0.0
87,0.0,0.0,0.0,0.0
88,0.0,0.0,0.0,0.0
89,0.0,0.0,0.0,0.0
90,0.0,0.0,0.0,0.0
91,0.0,0.0,0.0,0.0
92,0.0,0.0,0.0,0.0
93,0.0,0.0,0.0,0.0
94,0.0,0.0,0.0,0.0
95,0.0,0.0,0.0,0.0
96,0.0,0.0,0.0,0.0
97,0.0,0.0,636085.5332014291,0.0
98,0.0,0.0,636085.5332014291,0.0
99,0.0,0.0,636085.5332014291,0.0
100,0.0,0.0,636085.5332014291,0.0
101,265.127343158541,0.0,636085.5332014291,0.0
102,265.127343158541,0.0,636085.5332014291,0.0
103,265.127343158541,0.0,636085.5332014291,0.0
104,265.127343158541,0.0,636085.5332014291,0.0
105,265.127343158541,0.0,636085.5332014291,0.0
106,265.127343158541,0.0,0.0,0.0
107,265.127343158541,0.0,0.0,0.0
108,265.127343158541,0.0,0.0,0.0
109,265.127343158541,0.0,0.0,0.0
110,265.127343158541,0.0,0.0,0.0
111,265.127343158541,2537.915514665353,0.0,0.0
112,265.127343158541,2537.915514665353,0.0,0.0
113,265.127343158541,2537.915514665353,0.0,0.0
114,265.127343158541,2537.915514665353,0.0,0.0
115,265.127343158541,2537.915514665353,0.0,0.0
116,265.127343158541,2537.915514665353,0.0,0.0
117,265.127343158541,2537.915514665353,0.0,0.0
118,265.127343158541,2537.915514665353,0.0,0.0
119,265.127343158541,2537.915514665353,0.0,0.0
120,265.127343158541,2537.915514665353,0.0,0.0
121,265.127343158541,2537.915514665353,0.0,0.0
122,265.127343158541,2537.915514665353,0.0,0.0
123,265.127343158541,2537.915514665353,0.0,0.0
124,265.127343158541,2537.915514665353,0.0,0.0
125,265.127343158541,2537.915514665353,0.0,0.0
126,265.127343158541,2537.915514665353,0.0,0.0
127,265.127343158541,2537.915514665353,0.0,0.0
128,265.127343158541,2537.915514665353,0.0,0.0
129,265.127343158541,2537.915514665353,0.0,0.0
130,265.127343158541,2537.915514665353,0.0,0.0
131,265.127343158541,2537.915514665353,0.0,0.0
132,265.127343158541,2537.915514665353,0.0,0.0
133,265.127343158541,2537.915514665353,0.0,0.0
134,265.127343158541,2537.915514665353,0.0,0.0
135,265.127343158541,2537.915514665353,0.0,0.0
136,265.127343158541,2537.915514665353,0.0,0.0
137,265.127343158541,2537.915514665353,0.0,0.0
138,265.127343158541,2537.915514665353,0.0,0.0
139,265.127343158541,2537.915514665353,0.0,0.0
140,265.127343158541,2537.915514665353,0.0,0.0
141,265.127343158541,2537.915514665353,0.0,0.0
142,265.127343158541,2537.915514665353,0.0,0.0
143,265.127343158541,2537.915514665353,0.0,0.0
144,265.127343158541,2537.915514665353,0.0,0.0
145,265.127343158541,2537.915514665353,0.0,0.0
146,265.127343158541,2537.915514665353,0.0,0.0
147,265.127343158541,2537.915514665353,0.0,0.0
